4
125
8.000000 0.000000 49.000000 0.680000 0.585366
8.000000 0.000000 77.000000 0.920000 0.280488
0.000000 9.000000 71.000000 0.840000 0.170732
1.000000 1.000000 60.000000 0.880000 0.231707
1.000000 1.000000 48.000000 0.900000 0.195122
1.000000 0.000000 65.000000 0.720000 0.231707
0.000000 9.000000 40.000000 0.640000 0.207317
1.000000 1.000000 75.000000 0.900000 0.195122
1.000000 0.000000 58.000000 0.800000 0.329268
0.000000 9.000000 79.000000 0.880000 0.390244
8.000000 1.000000 33.000000 0.780000 0.378049
8.000000 0.000000 37.000000 0.680000 0.097561
8.000000 1.000000 34.000000 0.840000 0.195122
8.000000 1.000000 42.000000 0.760000 0.085366
1.000000 0.000000 70.000000 0.840000 0.134146
8.000000 1.000000 19.000000 0.640000 0.060976
1.000000 1.000000 54.000000 0.760000 0.207317
1.000000 0.000000 76.000000 0.880000 0.097561
1.000000 1.000000 68.000000 0.900000 0.853659
1.000000 0.000000 42.000000 0.680000 0.036585
8.000000 1.000000 33.000000 0.740000 0.365854
8.000000 0.000000 70.000000 0.800000 0.439024
0.000000 9.000000 89.000000 0.840000 0.207317
1.000000 1.000000 56.000000 0.900000 0.256098
8.000000 0.000000 77.000000 0.840000 0.158537
8.000000 1.000000 54.000000 0.880000 0.475610
8.000000 0.000000 63.000000 0.840000 0.280488
1.000000 0.000000 46.000000 0.880000 0.109756
8.000000 0.000000 70.000000 0.880000 0.207317
8.000000 1.000000 30.000000 0.760000 0.182927
8.000000 0.000000 86.000000 0.840000 0.060976
1.000000 0.000000 72.000000 0.880000 0.426829
8.000000 1.000000 32.000000 0.720000 0.256098
8.000000 0.000000 56.000000 0.760000 0.170732
1.000000 1.000000 65.000000 0.840000 0.146341
8.000000 1.000000 47.000000 0.840000 0.365854
1.000000 1.000000 48.000000 0.920000 0.280488
1.000000 1.000000 21.000000 0.680000 0.268293
8.000000 0.000000 65.000000 0.840000 0.304878
8.000000 1.000000 19.000000 0.680000 0.036585
1.000000 0.000000 63.000000 0.840000 0.134146
1.000000 1.000000 60.000000 0.800000 0.341463
8.000000 1.000000 30.000000 0.800000 0.414634
1.000000 0.000000 70.000000 0.880000 0.073171
1.000000 0.000000 42.000000 0.800000 0.378049
1.000000 0.000000 76.000000 0.920000 0.743902
0.000000 9.000000 68.000000 0.780000 0.414634
1.000000 1.000000 81.000000 0.880000 0.134146
8.000000 0.000000 63.000000 0.760000 0.097561
8.000000 0.000000 65.000000 0.800000 0.170732
0.000000 9.000000 44.000000 0.720000 0.219512
0.000000 9.000000 62.000000 0.880000 0.109756
0.000000 9.000000 58.000000 0.920000 0.414634
1.000000 1.000000 60.000000 0.840000 0.109756
8.000000 1.000000 47.000000 0.840000 0.060976
8.000000 0.000000 77.000000 0.940000 0.317073
0.000000 9.000000 72.000000 0.920000 0.256098
8.000000 1.000000 40.000000 0.820000 0.134146
1.000000 0.000000 97.000000 0.840000 0.207317
1.000000 0.000000 80.000000 0.820000 0.036585
